Long,Lat,OBJECTID,Ward,WardCode,State,StateCode,Lga,LgaCode,Shape_Leng,Shape_Area,Location_I
6.8622,12.0302,8526,YANDOTON DAJI,3,ZAMFARA,ZF,TSAFE,13,0.4252289882,0.0079623526,TSAFEYANDOTON DAJI
6.6400,13.3028,8530,YANFAKO,7,SOKOTO,SO,ISA,9,0.2966991513,0.0052071246,ISAYANFAKO
6.5803,12.6517,8537,YANKABA,11,ZAMFARA,ZF,KAURA NAMODA,8,0.1950186802,0.0013855769,KAURA NAMODAYANKABA
7.1009,11.9042,8542,"YANKUZO \""A\""",4,ZAMFARA,ZF,TSAFE,13,0.310444203,0.005652762,"TSAFEYANKUZO \""A\"""
5.9785,12.6005,8548,YAR GEDA,10,ZAMFARA,ZF,BAKURA,2,0.1533020912,0.001122471,BAKURAYAR GEDA
5.9416,12.6597,8550,YAR KUFOJI,6,ZAMFARA,ZF,BAKURA,2,0.0150188129,0.0000142764,BAKURAYAR KUFOJI
5.7809,12.8587,8551,YAR TSAKUWA,9,SOKOTO,SO,RABAH,12,0.3588525528,0.0039673081,RABAHYAR TSAKUWA
6.0571,12.1140,8552,YAR\SABAYA,10,ZAMFARA,ZF,ANKA,1,0.3209222715,0.0053253858,ANKAYAR\SABAYA
4.5539,11.2432,8555,YARBESSE,10,KEBBI,KB,SHANGA,17,0.2026196182,0.0019742399,SHANGAYARBESSE
5.6347,12.1709,8567,YASHI,8,ZAMFARA,ZF,BUKKUYUM,4,0.2328596604,0.003118481,BUKKUYUMYASHI
4.2188,12.8076,8582,YELDU,11,KEBBI,KB,AREWA,2,0.4496739646,0.0119187524,AREWAYELDU
4.7406,10.8370,8589,YELWA CENTRAL,5,KEBBI,KB,YAURI,20,0.0232692046,0.0000181348,YAURIYELWA CENTRAL
4.7433,10.8283,8590,YELWA EAST,6,KEBBI,KB,YAURI,20,0.0221969877,0.00002543229,YAURIYELWA EAST
4.7577,10.8477,8591,YELWA NORTH,7,KEBBI,KB,YAURI,20,0.1119889173,0.0003430657,YAURIYELWA NORTH
4.7404,10.8324,8592,YELWA SOUTH,8,KEBBI,KB,YAURI,20,0.0208403677,0.0000177208,YAURIYELWA SOUTH
4.7395,10.8267,8593,YELWA WEST,9,KEBBI,KB,YAURI,20,0.0208383956,0.00001930981,YAURIYELWA WEST
4.5215,12.8596,8601,YOLA,10,KEBBI,KB,AUGIE,4,0.226343709,0.0030458315,AUGIEYOLA
4.1128,11.5432,8624,ZAGGA/KWASARA,11,KEBBI,KB,BAGUDO,5,0.444600706,0.0110851601,BAGUDOZAGGA/KWASARA
4.7192,10.7407,8635,ZAMARE,10,KEBBI,KB,YAURI,20,0.1514146962,0.0004353077,YAURIZAMARE
4.2744,11.3030,8663,ZARIYA KALAKALA/AMIRU,10,KEBBI,KB,KOKO/BESSE,13,0.3744475958,0.0071990119,KOKO/BESSEZARIYA KALAKALA/AMIRU
5.5320,12.0552,8665,ZARUMMAI,9,ZAMFARA,ZF,BUKKUYUM,4,0.8079222827,0.0388378565,BUKKUYUMZARUMMAI
5.3821,12.2165,8666,ZAUMA,10,ZAMFARA,ZF,BUKKUYUM,4,0.4807240791,0.0092782084,BUKKUYUMZAUMA
4.2955,12.4908,8670,ZAURO,9,KEBBI,KB,BIRNIN KEBBI,6,0.1166211803,0.0006910383,BIRNIN KEBBIZAURO
5.4323,11.4938,8680,ZODI,10,KEBBI,KB,ZURU,21,0.2930842714,0.0042537172,ZURUZODI
3.9223,12.2647,8682,ZOGRIMA,10,KEBBI,KB,BUNZA,7,0.3029659193,0.0047531394,BUNZAZOGRIMA
4.0640,12.4040,8694,ZUGURU,10,KEBBI,KB,KALGO,12,0.0739317505,0.000042207,KALGOZUGURU
7.2217,9.1892,8696,ZUMA EAST,9,NIGER,NG,TAFA,24,0.0929770467,0.0003231279,TAFAZUMA EAST
7.2277,9.1492,8697,ZUMA WEST,10,NIGER,NG,TAFA,24,0.1309549686,0.0006050896,TAFAZUMA WEST
6.1840,9.7561,8701,ZUNGERU,11,NIGER,NG,WUSHISHI,25,0.2915351761,0.0034113511,WUSHISHIZUNGERU
6.7371,12.7937,8706,ZURMI,11,ZAMFARA,ZF,ZURMI,14,0.3233713049,0.0068826624,ZURMIZURMI
